Sample	Replicate	Exp.nbl	Depth	Data	Subsampling	N.nbl.reads	Type	Input.material	Fraction.tp.perc	Fraction.tp	Fraction.ddPCR
5M_mix_Bmap_CLBGA_4_rep37	37	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep37	37	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep37	37	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep37	37	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep37	37	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep37	37	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep38	38	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep38	38	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep38	38	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep38	38	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep38	38	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep38	38	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep38	38	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep38	38	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep38	38	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep38	38	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep38	38	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep38	38	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep38	38	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep38	38	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep38	38	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep39	39	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep39	39	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep39	39	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep39	39	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep39	39	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep39	39	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep39	39	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep39	39	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep39	39	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep39	39	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep39	39	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep39	39	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep39	39	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep39	39	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep39	39	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep40	40	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep40	40	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep40	40	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep40	40	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep40	40	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep40	40	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep40	40	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep40	40	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep40	40	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep40	40	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep40	40	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep40	40	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep40	40	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep40	40	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep40	40	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep41	41	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep41	41	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep41	41	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep41	41	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep41	41	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep41	41	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep41	41	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep41	41	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep41	41	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep41	41	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep41	41	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep41	41	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep41	41	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep41	41	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep41	41	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep42	42	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep42	42	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep42	42	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep42	42	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep42	42	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep42	42	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep42	42	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep42	42	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep42	42	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep42	42	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep42	42	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep42	42	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep42	42	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep42	42	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep42	42	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep43	43	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep43	43	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep43	43	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep43	43	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep43	43	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep43	43	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep43	43	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep43	43	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep43	43	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep43	43	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep43	43	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep43	43	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep43	43	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep43	43	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep43	43	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep44	44	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep44	44	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep44	44	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep44	44	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep44	44	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep44	44	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep44	44	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep44	44	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep44	44	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep44	44	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep44	44	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep44	44	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep44	44	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep44	44	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep44	44	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep45	45	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep45	45	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep45	45	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep45	45	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500		NA	NA	NA	NA
